date,os-se,app_version-version_appli,count-nombre
2021-02-25,android,1.2.1,6
2021-02-25,ios,1.2.1,2
2021-02-25,ios,9.9.9,1
2021-02-26,android,1.2.1,9
2021-02-26,ios,1.2.1,8
2021-02-26,ios,9.9.9,4
2021-03-01,ios,9.9.9,4
2021-03-02,ios,9.9.9,5
2021-03-03,ios,9.9.9,1
2021-03-04,android,1.2.1,1
2021-03-04,android,9.9.9,7
2021-03-05,ios,9.9.9,1
2021-03-09,android,9.9.9,9
2021-03-09,ios,9.9.9,3
2021-03-10,ios,9.9.9,4
2021-03-11,android,9.9.9,1
2021-03-11,ios,9.9.9,3
2021-03-12,android,1.2.2,1
2021-03-12,ios,1.2.2,1
2021-03-12,ios,9.9.9,9
2021-03-15,android,9.9.9,9
2021-03-16,android,9.9.9,30
2021-03-17,android,9.9.9,25
2021-03-18,android,9.9.9,15
2021-03-19,android,9.9.9,12
2021-03-22,android,1.2.2,1
2021-03-22,android,9.9.9,1
2021-03-22,ios,9.9.9,1
2021-03-23,android,1.2.2,3
2021-03-23,android,9.9.9,20
2021-03-23,ios,9.9.9,4
2021-03-24,android,1.2.4,23
2021-03-24,android,9.9.9,8
2021-03-24,ios,9.9.9,4
2021-03-25,android,1.2.4,6
2021-03-25,android,9.9.9,4
2021-03-25,ios,9.9.9,2
2021-03-26,android,1.2.4,6
2021-03-26,android,9.9.9,1
2021-03-26,ios,9.9.9,2
2021-03-29,android,1.2.4,2
2021-03-29,android,1.2.5,5
2021-03-29,android,9.9.9,21
2021-03-30,android,9.9.9,17
2021-03-30,ios,9.9.9,11
2021-03-31,android,1.2.6,11
2021-03-31,android,9.9.9,5
2021-03-31,ios,9.9.9,9
2021-04-01,android,9.9.9,5
2021-04-02,android,1.2.6,1
2021-04-02,android,9.9.9,2
2021-04-06,android,1.2.6,8
2021-04-07,android,9.9.9,17
2021-04-07,ios,9.9.9,6
2021-04-08,android,1.2.6,1
2021-04-08,android,1.2.7,5
2021-04-08,android,9.9.9,10
2021-04-08,ios,1.2.7,1
2021-04-09,android,1.2.7,1
2021-04-09,android,9.9.9,18
2021-04-09,ios,1.2.7,3
2021-04-10,android,9.9.9,2
2021-04-13,android,9.9.9,2
2021-04-14,android,1.2.7,1
2021-04-14,android,9.9.9,5
2021-04-15,android,9.9.9,1
2021-04-16,android,9.9.9,8
2021-04-16,ios,9.9.9,5
2021-04-17,android,9.9.9,1
2021-04-19,ios,9.9.9,2
2021-04-20,android,9.9.9,14
2021-04-20,ios,9.9.9,5
2021-04-21,android,9.9.9,4
2021-04-22,android,9.9.9,5
2021-04-22,ios,9.9.9,6
2021-04-23,android,1.1.8,1
2021-04-23,android,9.9.9,3
2021-04-23,ios,9.9.9,5
2021-04-26,android,9.9.9,3
2021-04-26,ios,1.2.1,1
2021-04-26,ios,9.9.9,13
2021-04-27,android,9.9.9,8
2021-04-27,ios,9.9.9,10
2021-04-28,android,9.9.9,5
2021-04-28,ios,9.9.9,10
2021-04-29,android,1.2.0,3
2021-04-29,android,1.2.8,7
2021-04-29,android,1.2.9,10
2021-04-29,android,9.9.9,17
2021-04-29,ios,1.1.8,4
2021-04-29,ios,1.2.9,8
2021-04-29,ios,9.9.9,18
2021-04-30,android,1.2.0,5
2021-04-30,android,1.2.9,10
2021-04-30,ios,1.1.8,2
2021-04-30,ios,1.2.0,3
2021-04-30,ios,1.2.9,5
2021-04-30,ios,6.6.6,1
2021-05-01,android,1.2.9,1
2021-05-03,android,1.2.0,3
2021-05-03,android,1.2.8,4
2021-05-03,android,1.2.9,23
2021-05-03,ios,1.1.8,2
2021-05-03,ios,1.2.9,1
2021-05-03,ios,6.6.6,8
2021-05-04,android,1.1.8,5
2021-05-04,android,1.2.0,2
2021-05-04,android,1.2.8,1
2021-05-04,android,1.2.9,7
2021-05-04,ios,1.1.8,2
2021-05-04,ios,1.2.9,14
2021-05-05,android,1.1.8,2
2021-05-05,android,1.2.0,2
2021-05-05,android,1.2.8,1
2021-05-05,android,1.2.9,2
2021-05-05,ios,1.1.8,1
2021-05-05,ios,1.2.0,1
2021-05-05,ios,1.2.9,10
2021-05-06,ios,1.1.8,7
2021-05-06,ios,1.2.0,10
2021-05-06,ios,1.2.8,8
2021-05-06,ios,1.2.9,3
2021-05-06,ios,6.6.6,3
2021-05-07,android,1.2.0,2
2021-05-07,android,1.2.9,8
2021-05-07,ios,1.1.8,5
2021-05-07,ios,1.2.9,1
2021-05-10,android,1.2.0,1
2021-05-10,android,1.2.9,12
2021-05-10,ios,1.2.0,1
2021-05-10,ios,1.2.9,7
2021-05-10,ios,6.6.6,3
2021-05-11,android,1.2.0,2
2021-05-11,android,1.2.9,17
2021-05-11,ios,1.1.8,8
2021-05-11,ios,1.2.0,2
2021-05-11,ios,1.2.9,7
2021-05-11,ios,6.6.6,25
2021-05-12,android,1.1.8,6
2021-05-12,android,1.2.0,10
2021-05-12,android,1.2.9,16
2021-05-12,ios,1.2.0,2
2021-05-12,ios,1.2.9,12
2021-05-13,android,1.1.8,2
2021-05-13,android,1.2.0,4
2021-05-13,android,1.2.9,1
2021-05-13,ios,1.1.8,1
2021-05-13,ios,1.2.9,5
2021-05-13,ios,6.6.6,3
2021-05-14,android,1.2.9,1
2021-05-14,ios,1.2.9,2
2021-05-17,android,1.1.8,5
2021-05-17,android,1.2.0,1
2021-05-17,android,1.2.9,12
2021-05-17,ios,1.2.9,9
2021-05-18,android,1.2.9,1
2021-05-18,ios,1.1.8,2
2021-05-18,ios,1.2.9,7
2021-05-19,android,1.2.9,1
2021-05-19,android,9.9.9,1
2021-05-19,ios,1.2.10,1
2021-05-20,android,1.2.0,3
2021-05-20,android,1.2.8,1
2021-05-20,android,1.2.10,1
2021-05-20,ios,1.2.10,2
2021-05-21,android,1.2.10,5
2021-05-21,ios,1.1.8,1
2021-05-21,ios,1.2.8,1
2021-05-21,ios,1.2.10,7
2021-05-25,android,1.2.10,1
2021-05-26,android,1.1.8,1
2021-05-27,ios,1.1.8,1
2021-05-27,ios,1.2.8,1
2021-06-03,ios,1.2.9,1
2021-06-03,ios,1.2.10,1
2021-06-07,ios,2.0.0,1
2021-06-10,ios,1.1.8,1
2021-06-10,ios,1.2.8,1
2021-06-14,android,1.1.8,2
2021-06-14,ios,1.1.8,6
2021-06-14,ios,1.2.10,3
2021-06-15,ios,1.1.8,6
2021-06-17,ios,2.0.0,2
2021-06-18,android,2.0.0,1
2021-06-18,ios,1.1.8,3
2021-06-21,ios,1.1.8,1
2021-06-22,android,2.0.0,22
2021-06-22,ios,1.1.8,4
2021-06-22,ios,2.0.0,10
