date,count-nombre
2021-02-26,6
2021-02-27,0
2021-02-28,0
2021-03-01,0
2021-03-02,2
2021-03-03,0
2021-03-04,0
2021-03-05,0
2021-03-06,0
2021-03-07,0
2021-03-08,0
2021-03-09,0
2021-03-10,0
2021-03-11,0
2021-03-12,0
2021-03-13,0
2021-03-14,0
2021-03-15,0
2021-03-16,0
2021-03-17,3
2021-03-18,0
2021-03-19,0
2021-03-20,0
2021-03-21,0
2021-03-22,0
2021-03-23,0
2021-03-24,5
2021-03-25,4
2021-03-26,0
2021-03-27,0
2021-03-28,0
2021-03-29,4
2021-03-30,10
2021-03-31,38
2021-04-01,10
2021-04-02,0
2021-04-03,0
2021-04-04,0
2021-04-05,0
2021-04-06,20
2021-04-07,62
2021-04-08,45
2021-04-09,58
2021-04-10,4
2021-04-11,0
2021-04-12,1
2021-04-13,1
2021-04-14,0
2021-04-15,0
2021-04-16,0
2021-04-17,1
2021-04-18,0
2021-04-19,1
2021-04-20,0
2021-04-21,0
2021-04-22,0
2021-04-23,0
2021-04-24,0
2021-04-25,0
2021-04-26,0
2021-04-27,0
2021-04-28,0
2021-04-29,0
2021-04-30,16
2021-05-01,0
2021-05-02,0
2021-05-03,2
2021-05-04,66
2021-05-05,6
2021-05-06,0
2021-05-07,9
2021-05-08,3
2021-05-09,0
2021-05-10,44
2021-05-11,64
2021-05-12,47
2021-05-13,7
2021-05-14,0
2021-05-15,0
2021-05-16,0
2021-05-17,0
2021-05-18,1
2021-05-19,0
2021-05-20,1
2021-05-21,34
2021-05-22,5
2021-05-23,0
2021-05-24,0
2021-05-25,0
2021-05-26,0
2021-05-27,0
2021-05-28,0
2021-05-29,0
2021-05-30,0
2021-05-31,0
2021-06-01,0
2021-06-02,0
2021-06-03,0
2021-06-04,0
2021-06-05,0
2021-06-06,0
2021-06-07,0
2021-06-08,0
2021-06-09,1
2021-06-10,0
2021-06-11,0
2021-06-12,0
2021-06-13,0
2021-06-14,9
2021-06-15,6
2021-06-16,2
2021-06-17,0
2021-06-18,12
2021-06-19,1
2021-06-20,1
2021-06-21,0
2021-06-22,60
2021-06-23,117
2021-06-24,68
2021-06-25,5
2021-06-26,0
2021-06-27,0
2021-06-28,0
2021-06-29,57
2021-06-30,42
2021-07-01,5
2021-07-02,53
2021-07-03,4
2021-07-04,0
2021-07-05,0
2021-07-06,2
2021-07-07,18
2021-07-08,14
2021-07-09,32
2021-07-10,9
2021-07-11,0
2021-07-12,13
