date,os-se,count-nombre
2021-02-25,android,2
2021-02-25,ios,5
2021-02-26,android,5
2021-02-26,ios,7
2021-02-27,android,4
2021-02-27,ios,6
2021-02-28,android,3
2021-02-28,ios,5
2021-03-01,android,4
2021-03-01,ios,7
2021-03-02,android,3
2021-03-02,ios,5
2021-03-03,android,3
2021-03-03,ios,4
2021-03-04,android,11
2021-03-04,ios,0
2021-03-05,android,0
2021-03-05,ios,4
2021-03-06,android,0
2021-03-06,ios,3
2021-03-07,android,0
2021-03-07,ios,3
2021-03-08,android,1
2021-03-08,ios,2
2021-03-09,android,10
2021-03-09,ios,4
2021-03-10,android,1
2021-03-10,ios,7
2021-03-11,android,2
2021-03-11,ios,2
2021-03-12,android,2
2021-03-12,ios,11
2021-03-13,android,1
2021-03-13,ios,4
2021-03-14,android,0
2021-03-14,ios,4
2021-03-15,android,10
2021-03-15,ios,2
2021-03-16,android,34
2021-03-16,ios,2
2021-03-17,android,34
2021-03-17,ios,2
2021-03-18,android,29
2021-03-18,ios,2
2021-03-19,android,20
2021-03-19,ios,2
2021-03-20,android,4
2021-03-20,ios,2
2021-03-21,android,4
2021-03-21,ios,2
2021-03-22,android,8
2021-03-22,ios,3
2021-03-23,android,36
2021-03-23,ios,8
2021-03-24,android,45
2021-03-24,ios,8
2021-03-25,android,25
2021-03-25,ios,9
2021-03-26,android,15
2021-03-26,ios,8
2021-03-27,android,5
2021-03-27,ios,6
2021-03-28,android,5
2021-03-28,ios,6
2021-03-29,android,30
2021-03-29,ios,7
2021-03-30,android,28
2021-03-30,ios,17
2021-03-31,android,24
2021-03-31,ios,22
2021-04-01,android,9
2021-04-01,ios,11
2021-04-02,android,6
2021-04-02,ios,9
2021-04-03,android,4
2021-04-03,ios,7
2021-04-04,android,1
2021-04-04,ios,8
2021-04-05,android,1
2021-04-05,ios,8
2021-04-06,android,10
2021-04-06,ios,9
2021-04-07,android,20
2021-04-07,ios,15
2021-04-08,android,23
2021-04-08,ios,14
2021-04-09,android,29
2021-04-09,ios,15
2021-04-10,android,9
2021-04-10,ios,10
2021-04-11,android,5
2021-04-11,ios,10
2021-04-12,android,3
2021-04-12,ios,10
2021-04-13,android,5
2021-04-13,ios,11
2021-04-14,android,11
2021-04-14,ios,12
2021-04-15,android,7
2021-04-15,ios,10
2021-04-16,android,14
2021-04-16,ios,16
2021-04-17,android,4
2021-04-17,ios,11
2021-04-18,android,2
2021-04-18,ios,11
2021-04-19,android,2
2021-04-19,ios,15
2021-04-20,android,15
2021-04-20,ios,16
2021-04-21,android,7
2021-04-21,ios,12
2021-04-22,android,7
2021-04-22,ios,17
2021-04-23,android,4
2021-04-23,ios,15
2021-04-24,android,1
2021-04-24,ios,10
2021-04-25,android,1
2021-04-25,ios,11
2021-04-26,android,4
2021-04-26,ios,28
2021-04-27,android,10
2021-04-27,ios,27
2021-04-28,android,9
2021-04-28,ios,26
2021-04-29,android,41
2021-04-29,ios,46
2021-04-30,android,16
2021-04-30,ios,23
2021-05-01,android,5
2021-05-01,ios,11
2021-05-02,android,6
2021-05-02,ios,10
2021-05-03,android,35
2021-05-03,ios,26
2021-05-04,android,21
2021-05-04,ios,26
2021-05-05,android,15
2021-05-05,ios,28
2021-05-06,android,5
2021-05-06,ios,48
2021-05-07,android,14
2021-05-07,ios,23
2021-05-08,android,5
2021-05-08,ios,16
2021-05-09,android,5
2021-05-09,ios,15
2021-05-10,android,20
2021-05-10,ios,27
2021-05-11,android,29
2021-05-11,ios,51
2021-05-12,android,38
2021-05-12,ios,31
2021-05-13,android,16
2021-05-13,ios,21
2021-05-14,android,2
2021-05-14,ios,7
2021-05-15,android,2
2021-05-15,ios,5
2021-05-16,android,5
2021-05-16,ios,4
2021-05-17,android,33
2021-05-17,ios,19
2021-05-18,android,8
2021-05-18,ios,30
2021-05-19,android,3
2021-05-19,ios,48141
2021-05-20,android,6
2021-05-20,ios,1297910
2021-05-21,android,9
2021-05-21,ios,1459174
2021-05-22,android,7
2021-05-22,ios,1016157
2021-05-23,android,6
2021-05-23,ios,377426
2021-05-24,android,6
2021-05-24,ios,129835
2021-05-25,android,8
2021-05-25,ios,81669
2021-05-26,android,5
2021-05-26,ios,53947
2021-05-27,android,2
2021-05-27,ios,36181
2021-05-28,android,2
2021-05-28,ios,27611
2021-05-29,android,2
2021-05-29,ios,22075
2021-05-30,android,2
2021-05-30,ios,18662
2021-05-31,android,2
2021-05-31,ios,16581
2021-06-01,android,3
2021-06-01,ios,14533
2021-06-02,android,2
2021-06-02,ios,12855
2021-06-03,android,2
2021-06-03,ios,11487
2021-06-04,android,2
2021-06-04,ios,10665
2021-06-05,android,2
2021-06-05,ios,9583
2021-06-06,android,2
2021-06-06,ios,8690
2021-06-07,android,2
2021-06-07,ios,8539
2021-06-08,android,2
2021-06-08,ios,7954
2021-06-09,android,2
2021-06-09,ios,7305
2021-06-10,android,2
2021-06-10,ios,6715
2021-06-11,android,2
2021-06-11,ios,6370
2021-06-12,android,2
2021-06-12,ios,5823
2021-06-13,android,2
2021-06-13,ios,5547
2021-06-14,android,6
2021-06-14,ios,5412
2021-06-15,android,2
2021-06-15,ios,5288
2021-06-16,android,2
2021-06-16,ios,5082
2021-06-17,android,1
2021-06-17,ios,4800
2021-06-18,android,2
2021-06-18,ios,4665
