date,region,os-se,count-nombre
2021-02-28,AB,android,0
2021-02-28,AB,ios,0
2021-02-28,BC,android,0
2021-02-28,BC,ios,0
2021-02-28,MB,android,0
2021-02-28,MB,ios,1
2021-02-28,NB,android,0
2021-02-28,NB,ios,0
2021-02-28,NL,android,0
2021-02-28,NL,ios,0
2021-02-28,NT,android,0
2021-02-28,NT,ios,1
2021-02-28,NS,android,0
2021-02-28,NS,ios,0
2021-02-28,NU,android,0
2021-02-28,NU,ios,0
2021-02-28,ON,android,3
2021-02-28,ON,ios,2
2021-02-28,PE,android,0
2021-02-28,PE,ios,0
2021-02-28,QC,android,0
2021-02-28,QC,ios,1
2021-02-28,SK,android,0
2021-02-28,SK,ios,0
2021-02-28,YT,android,0
2021-02-28,YT,ios,0
2021-02-28,NPTS,android,1
2021-02-28,NPTS,ios,1
2021-03-07,AB,android,0
2021-03-07,AB,ios,0
2021-03-07,BC,android,0
2021-03-07,BC,ios,0
2021-03-07,MB,android,0
2021-03-07,MB,ios,1
2021-03-07,NB,android,0
2021-03-07,NB,ios,0
2021-03-07,NL,android,0
2021-03-07,NL,ios,0
2021-03-07,NT,android,0
2021-03-07,NT,ios,1
2021-03-07,NS,android,0
2021-03-07,NS,ios,0
2021-03-07,NU,android,0
2021-03-07,NU,ios,0
2021-03-07,ON,android,3
2021-03-07,ON,ios,1
2021-03-07,PE,android,0
2021-03-07,PE,ios,0
2021-03-07,QC,android,0
2021-03-07,QC,ios,1
2021-03-07,SK,android,0
2021-03-07,SK,ios,0
2021-03-07,YT,android,0
2021-03-07,YT,ios,0
2021-03-07,NPTS,android,7
2021-03-07,NPTS,ios,1
2021-03-14,AB,android,0
2021-03-14,AB,ios,0
2021-03-14,BC,android,0
2021-03-14,BC,ios,0
2021-03-14,MB,android,0
2021-03-14,MB,ios,0
2021-03-14,NB,android,0
2021-03-14,NB,ios,0
2021-03-14,NL,android,0
2021-03-14,NL,ios,0
2021-03-14,NT,android,0
2021-03-14,NT,ios,1
2021-03-14,NS,android,0
2021-03-14,NS,ios,1
2021-03-14,NU,android,0
2021-03-14,NU,ios,0
2021-03-14,ON,android,1
2021-03-14,ON,ios,2
2021-03-14,PE,android,0
2021-03-14,PE,ios,0
2021-03-14,QC,android,0
2021-03-14,QC,ios,1
2021-03-14,SK,android,0
2021-03-14,SK,ios,0
2021-03-14,YT,android,0
2021-03-14,YT,ios,0
2021-03-14,NPTS,android,4
2021-03-14,NPTS,ios,4
2021-03-21,AB,android,0
2021-03-21,AB,ios,0
2021-03-21,BC,android,0
2021-03-21,BC,ios,0
2021-03-21,MB,android,1
