date,number_of_checks-no_verification,os-se,app_version-version_appli,count-nombre
2021-07-11,7-12,android,2.0.0,<20
2021-07-11,7-12,ios,2.0.0,54
2021-07-18,1-6,android,1.2.8,<20
2021-07-18,1-6,android,1.5.3,<20
2021-07-18,1-6,android,2.0.0,<20
2021-07-18,1-6,ios,2.0.0,<20
2021-07-18,13-30,android,2.0.0,<20
2021-07-18,7-12,android,1.5.3,<20
2021-07-18,7-12,android,2.0.0,<20
2021-07-18,7-12,ios,2.0.0,51
2021-07-25,1-6,android,1.5.3,<20
2021-07-25,1-6,ios,2.0.0,<20
2021-07-25,7-12,android,1.5.3,<20
2021-07-25,7-12,ios,2.0.0,39
2021-08-01,1-6,android,1.2.8,<20
2021-08-01,1-6,android,1.5.3,<20
2021-08-01,1-6,android,2.0.0,<20
2021-08-01,1-6,ios,2.0.0,<20
2021-08-01,13-30,android,1.2.8,<20
2021-08-01,13-30,android,2.0.0,<20
2021-08-01,7-12,android,1.2.8,<20
2021-08-01,7-12,android,1.5.3,<20
2021-08-01,7-12,android,2.0.0,<20
2021-08-01,7-12,ios,2.0.0,30
2021-08-08,1-6,android,1.2.8,<20
2021-08-08,1-6,android,1.5.3,<20
2021-08-08,1-6,android,2.0.0,<20
2021-08-08,1-6,ios,1.5.1,<20
2021-08-08,1-6,ios,2.0.0,<20
2021-08-08,13-30,android,1.2.8,<20
2021-08-08,30+,android,1.2.8,<20
2021-08-08,7-12,android,1.2.8,<20
2021-08-08,7-12,android,1.5.1,<20
2021-08-08,7-12,android,1.5.3,<20
2021-08-08,7-12,android,2.0.0,<20
2021-08-08,7-12,ios,2.0.0,20
2021-08-15,1-6,android,1.5.3,34
2021-08-15,1-6,ios,1.5.1,<20
2021-08-15,1-6,ios,1.5.3,<20
2021-08-15,1-6,ios,2.0.0,21
2021-08-15,13-30,android,1.5.3,<20
2021-08-15,30+,android,1.5.3,<20
2021-08-15,7-12,android,1.5.3,<20
2021-08-15,7-12,ios,1.5.3,<20
2021-08-15,7-12,ios,2.0.0,<20
2021-08-22,1-6,android,1.5.3,24
2021-08-22,1-6,ios,1.5.3,<20
2021-08-22,1-6,ios,2.0.0,<20
2021-08-22,13-30,android,1.5.3,<20
2021-08-22,13-30,ios,2.0.0,<20
2021-08-22,7-12,android,1.5.3,<20
2021-08-22,7-12,ios,1.5.3,<20
2021-08-22,7-12,ios,2.0.0,22
2021-08-29,1-6,android,1.5.3,23
2021-08-29,1-6,ios,1.5.3,<20
2021-08-29,1-6,ios,2.0.0,<20
2021-08-29,13-30,ios,2.0.0,<20
2021-08-29,7-12,android,1.5.3,<20
2021-08-29,7-12,ios,1.5.3,<20
2021-08-29,7-12,ios,2.0.0,25
2021-09-05,1-6,android,1.5.3,<20
2021-09-05,1-6,ios,1.5.3,<20
2021-09-05,1-6,ios,2.0.0,<20
2021-09-05,7-12,android,1.5.3,<20
2021-09-05,7-12,ios,1.5.3,<20
2021-09-05,7-12,ios,2.0.0,33
2021-09-12,1-6,android,1.5.3,<20
2021-09-12,1-6,ios,1.5.3,<20
2021-09-12,1-6,ios,2.0.0,<20
2021-09-12,7-12,android,1.5.3,<20
2021-09-12,7-12,ios,1.5.3,<20
2021-09-12,7-12,ios,2.0.0,<20
2021-09-19,1-6,android,1.5.3,24
2021-09-19,1-6,ios,1.5.3,<20
2021-09-19,1-6,ios,2.0.0,<20
2021-09-19,13-30,android,1.5.3,<20
2021-09-19,30+,android,1.5.3,<20
2021-09-19,7-12,android,1.5.3,<20
2021-09-19,7-12,ios,1.5.3,<20
2021-09-19,7-12,ios,2.0.0,22
2021-09-26,1-6,android,1.5.3,21
2021-09-26,1-6,ios,1.5.3,<20
2021-09-26,1-6,ios,2.0.0,<20
2021-09-26,13-30,android,1.1.1,<20
2021-09-26,13-30,android,1.5.3,<20
2021-09-26,30+,android,1.5.3,<20
2021-09-26,7-12,android,1.1.1,<20
2021-09-26,7-12,android,1.5.3,<20
2021-09-26,7-12,ios,1.5.3,<20
2021-09-26,7-12,ios,2.0.0,<20
2021-10-03,1-6,android,1.1.1,<20
2021-10-03,1-6,android,1.5.3,<20
2021-10-03,1-6,ios,1.5.3,<20
2021-10-03,1-6,ios,2.0.0,<20
2021-10-03,30+,android,1.5.3,<20
2021-10-03,7-12,android,1.1.1,<20
2021-10-03,7-12,ios,1.5.3,<20
2021-10-03,7-12,ios,2.0.0,<20
2021-10-10,1-6,ios,2.0.0,<20
2021-10-10,13-30,android,1.1.1,<20
2021-10-10,30+,android,1.1.1,<20
2021-10-10,7-12,android,1.1.1,<20
2021-10-10,7-12,ios,1.5.3,<20
2021-10-10,7-12,ios,2.0.0,<20
2021-10-17,1-6,android,1.5.3,<20
2021-10-17,1-6,ios,1.5.3,<20
2021-10-17,1-6,ios,2.0.0,<20
2021-10-17,7-12,android,1.5.3,<20
2021-10-17,7-12,ios,1.5.3,<20
2021-10-17,7-12,ios,2.0.0,<20
2021-10-24,1-6,android,1.5.3,<20
2021-10-24,1-6,ios,1.5.3,<20
2021-10-24,1-6,ios,2.0.0,<20
2021-10-24,7-12,android,1.5.3,<20
2021-10-24,7-12,ios,1.5.3,<20
2021-10-24,7-12,ios,2.0.0,<20
2021-10-31,1-6,android,1.5.3,<20
2021-10-31,1-6,ios,1.5.3,<20
2021-10-31,1-6,ios,2.0.0,<20
2021-10-31,13-30,android,1.5.3,<20
2021-10-31,30+,android,1.5.3,<20
2021-10-31,7-12,ios,1.5.3,<20
2021-10-31,7-12,ios,2.0.0,<20
